match_id,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,hero_10
2490252883,54,32,73,36,75,8,13,9,21,14
2490252127,36,67,2,74,54,55,8,7,13,93
2490252046,8,28,11,97,99,93,14,54,26,74
2490251854,25,62,42,21,54,36,107,67,93,43
2490251595,53,104,70,7,17,8,54,42,5,14
2490251556,73,91,72,81,57,54,9,52,44,53
2490251553,72,41,47,54,30,12,102,90,8,71
2490251440,18,94,16,112,81,54,69,60,104,29
2490251061,54,86,44,95,87,109,76,35,110,47
2490250987,93,54,14,36,9,92,57,67,74,16
2490250946,14,54,70,36,21,59,42,68,84,73
2490250069,103,57,97,21,93,73,54,18,36,28
2490250027,56,49,50,47,54,7,64,16,4,78
2490249929,54,52,1,26,102,22,9,2,7,93
2490249729,107,4,23,2,14,49,35,86,54,74
2490249454,28,90,62,11,54,41,44,102,99,63
2490249131,91,44,5,1,103,54,46,110,8,84
2490249029,12,73,51,7,53,56,54,93,98,55
2490248842,2,93,25,76,110,35,54,11,100,47
2490248820,39,18,86,75,67,54,11,23,8,26
2490248596,109,54,63,40,50,53,26,86,84,93
2490248500,27,25,44,21,8,2,113,73,54,70
2490248444,80,1,14,53,5,32,91,54,34,82
2490248210,75,31,19,93,7,13,78,54,94,29
2490248180,106,2,54,57,3,69,44,100,93,25
2490247959,59,33,25,54,104,10,82,17,74,12
2490247941,78,4,81,93,6,35,32,28,54,57
2490247755,54,9,27,21,73,16,41,98,22,11
2490247501,2,49,88,94,70,46,25,55,100,54
2490247124,40,23,44,32,47,70,71,54,30,89
2490247023,34,26,70,44,98,54,111,71,87,73
2490246928,43,87,54,9,71,62,2,93,76,21
2490246794,48,54,35,2,6,70,60,18,63,4
2490246157,44,47,74,62,32,106,9,54,8,35
2490246141,56,96,88,98,54,21,35,73,66,32
2490245744,84,23,21,104,67,8,7,14,3,54
2490245646,19,21,94,46,54,42,44,104,112,34
2490245637,2,56,40,74,48,61,17,9,54,33
2490245535,69,16,14,73,42,54,32,29,80,41
2490245407,44,98,58,21,29,32,36,87,54,74
2490245370,26,27,8,22,47,17,58,2,54,88
2490245313,8,73,9,104,42,44,54,57,4,2
2490244957,42,54,23,79,5,45,83,66,111,82
2490244691,42,75,21,93,54,40,58,1,106,74
2490244653,14,85,8,26,32,54,88,74,52,13
2490244418,74,58,104,31,2,23,93,17,54,29
2490244360,98,93,53,29,8,54,32,5,83,44
2490244011,74,104,70,84,9,54,26,73,44,68
2490243946,26,2,95,54,76,65,100,49,62,73
2490243924,21,54,75,14,69,19,44,43,84,5
2490243549,28,19,8,5,110,62,54,65,107,93
2490243522,14,9,30,11,6,104,95,87,107,54
2490243504,93,39,54,5,36,42,71,99,104,18
2490243215,11,44,29,54,30,27,96,70,99,25
2490243151,93,29,95,17,87,36,62,68,54,67
2490242906,54,71,87,34,18,104,36,110,109,19
2490242794,9,88,106,98,84,42,62,54,2,36
2490242654,9,18,84,44,97,7,54,26,28,98
2490242623,1,104,85,31,8,99,26,93,22,54
2490242596,74,29,54,99,84,35,104,3,86,42
2490242559,62,104,26,95,81,87,54,30,28,9
2490242540,62,54,8,28,17,51,14,32,4,93
2490242468,39,10,54,32,28,21,6,57,93,62
2490241985,2,30,25,48,74,21,33,99,94,54
2490241965,47,36,22,44,54,17,21,10,39,71
2490241907,32,54,42,27,73,21,103,112,70,19
2490241904,110,74,8,99,95,104,71,44,54,59
2490241897,71,44,29,50,54,73,41,35,62,60
2490241862,54,1,38,30,43,81,9,61,36,102
2490241783,9,110,47,43,5,53,14,54,35,58
2490241682,18,54,9,44,14,46,36,32,102,104
2490241679,109,35,15,103,32,98,78,8,54,93
2490241564,9,11,62,14,44,12,54,15,7,2
2490241515,2,36,62,9,46,5,54,49,53,1
2490241327,7,8,28,68,44,96,54,73,93,14
2490241273,56,102,11,22,58,48,6,10,61,54
2490241226,54,19,53,21,6,98,41,66,29,22
2490240892,89,8,104,93,49,19,44,81,2,54
2490240626,28,32,98,52,14,36,54,93,27,2
2490240588,98,88,44,54,57,14,7,87,42,41
2490240450,109,17,102,21,40,12,44,22,64,54
2490240439,54,45,16,74,32,62,22,21,87,8
2490240052,71,74,9,14,21,2,8,104,54,27
2490239989,106,60,21,101,81,54,70,66,8,46
2490239893,106,19,70,44,59,47,35,22,54,63
2490239816,32,104,2,21,14,34,39,55,44,54
2490239706,64,37,86,49,74,54,62,35,19,26
2490239653,84,18,26,49,33,53,71,22,20,54
2490239639,52,54,90,6,57,4,71,109,89,16
2490239565,47,35,85,54,2,80,113,49,51,14
2490239497,93,67,20,54,28,48,83,60,105,44
2490239457,11,90,93,84,9,20,54,5,17,49
2490239138,44,35,32,68,93,86,42,95,54,74
2490238979,60,98,61,93,14,90,74,33,106,54
2490238943,42,97,60,5,9,23,54,14,4,32
2490238807,34,104,20,4,49,73,1,10,32,54
2490238781,35,1,54,28,48,11,60,2,83,75
2490238549,28,18,15,36,12,44,14,54,70,21
2490238455,105,70,44,74,97,6,54,71,8,57
2490238293,73,53,55,54,110,70,14,36,29,8
2490238099,30,106,54,10,34,104,74,12,1,20
2490237942,42,64,54,36,32,71,74,73,86,98
2490237771,93,95,59,22,2,56,54,18,14,86
2490237729,74,73,60,54,59,14,70,26,42,2
2490237674,48,29,93,59,56,67,25,83,7,54
2490237664,9,54,43,85,87,93,3,46,1,62
2490237465,17,42,54,28,71,9,19,103,39,86
2490237461,53,8,85,57,14,71,44,81,54,21
2490237333,86,67,34,74,79,10,65,57,54,2
2490237293,32,90,9,46,77,44,29,54,18,78
2490237264,65,81,8,48,73,71,106,54,18,1
2490237084,70,14,36,4,67,54,98,35,26,21
2490237057,91,93,18,74,54,62,17,9,41,48
2490237031,71,9,44,98,34,1,54,50,17,28
2490237020,8,11,51,22,30,60,54,19,13,29
2490236998,5,73,48,23,49,72,54,75,53,47
2490236997,38,97,93,56,54,74,18,21,98,53
2490236952,11,83,38,42,99,94,54,93,74,62
2490236933,95,44,27,58,39,104,54,25,8,36
2490236896,39,68,29,44,70,37,14,107,54,36
2490236882,2,54,17,67,21,62,93,25,29,104
2490236859,107,22,93,86,104,34,53,23,21,54
2490236798,22,44,2,62,54,69,84,86,91,14
2490236710,8,93,53,36,32,99,54,41,11,87
2490236673,54,73,79,104,26,81,8,7,43,28
2490236478,44,2,32,20,67,54,90,91,112,35
2490236439,36,81,5,54,21,25,74,103,26,42
2490236282,36,73,70,6,33,49,27,51,56,54
2490236180,42,67,45,64,77,90,62,54,13,5
2490236106,2,54,23,17,72,59,112,67,62,20
2490236071,27,54,98,70,106,89,76,104,1,33
2490236045,21,67,65,46,104,27,8,54,91,34
2490235971,94,75,54,2,13,44,9,5,46,28
2490235846,42,55,94,106,98,20,9,54,28,11
2490235822,54,9,5,21,49,101,20,1,37,51
2490235803,53,54,86,2,74,16,104,47,44,10
2490235784,78,54,21,22,2,62,70,30,41,87
2490235737,14,94,32,74,86,28,26,54,21,23
2490235710,81,63,11,20,44,75,28,25,54,6
2490235365,51,8,47,44,69,1,62,73,75,54
2490235284,36,54,18,26,111,28,51,61,49,42
2490235240,5,36,54,14,47,42,59,26,104,93
2490235214,75,19,54,14,44,74,102,4,93,2
2490235182,12,22,5,74,104,54,42,34,71,44
2490235050,41,111,9,11,95,54,67,51,14,76
2490235011,2,54,83,34,77,80,44,107,1,19
2490234876,80,9,2,54,46,35,101,21,8,36
2490234845,67,74,93,53,77,35,104,14,54,72
2490234834,18,49,54,44,84,7,21,104,56,2
2490234759,47,54,44,5,81,18,46,27,73,14
2490234689,93,26,73,104,74,34,75,44,2,54
2490234566,7,6,74,73,43,8,72,14,54,44
2490234471,5,34,62,54,93,25,29,70,84,75
2490234301,14,8,21,54,101,32,44,74,93,35
2490234214,104,11,74,19,4,98,18,17,14,54
2490234138,2,30,74,68,81,112,54,102,59,73
2490234019,54,80,44,66,101,2,113,28,29,18
2490233888,71,50,46,93,86,54,98,37,1,34
2490233799,56,83,28,48,54,57,91,110,12,93
2490233715,74,86,54,99,1,104,67,8,75,9
2490233695,29,26,94,59,5,74,34,98,54,7
2490233684,106,54,14,38,18,57,89,76,44,35
2490233509,83,80,55,47,62,23,93,84,54,112
2490233499,110,32,2,40,12,88,54,44,112,93
2490233438,47,95,7,101,12,64,22,54,8,42
2490233432,4,32,31,54,62,44,33,42,18,74
2490233381,23,25,50,71,54,56,4,8,2,57
2490233292,70,63,27,54,14,42,47,99,74,48
2490233278,103,68,14,54,19,22,67,39,23,44
2490233205,12,52,93,54,98,106,14,48,2,56
2490233184,54,29,59,58,8,17,63,42,100,71
2490233101,84,54,11,44,36,57,27,22,15,7
2490233065,77,44,42,59,34,11,84,81,54,28
2490233027,87,4,7,74,54,29,32,30,43,18
2490233004,77,37,99,9,8,54,2,44,14,57
2490232988,15,77,97,103,54,86,101,56,93,107
2490232818,15,83,28,62,99,11,54,9,8,32
2490232804,98,74,18,68,62,1,54,23,21,40
2490232731,2,110,21,44,54,97,91,80,29,14
2490232578,29,54,6,8,18,71,74,44,35,104
2490232574,73,12,45,9,49,54,30,96,39,67
2490232344,36,22,71,93,103,49,54,37,83,32
2490232341,74,95,50,54,10,57,71,70,6,41
2490232299,9,27,32,74,8,14,10,57,54,6
2490232217,1,32,36,18,41,104,54,5,111,8
2490231887,82,21,98,93,8,32,29,73,54,68
2490231878,35,54,1,32,14,94,45,22,20,44
2490231846,71,88,49,54,9,18,98,21,23,81
2490231795,5,11,93,41,110,54,14,51,53,98
2490231685,5,7,8,93,28,11,54,98,83,6
2490231677,19,1,87,99,74,36,6,37,42,54
2490231581,54,18,57,29,97,25,32,17,44,88
2490231526,18,104,86,32,56,33,97,14,54,94
2490231481,8,35,102,60,54,17,6,14,32,68
2490231448,46,28,2,36,17,44,9,7,54,14
2490231244,21,99,95,8,28,32,6,104,54,36
2490231241,4,11,1,32,48,10,109,54,21,83
2490231219,75,70,87,2,54,17,57,36,23,8
2490231207,93,28,43,42,8,16,54,104,99,35
2490231145,103,88,109,54,3,67,38,21,75,37
2490231055,54,48,7,37,102,35,21,82,40,41
2490231034,21,1,26,3,54,63,41,14,2,6
2490230973,82,87,54,57,70,62,56,46,9,59
2490230943,106,34,54,99,5,104,67,57,49,30
2490230898,7,97,19,54,36,5,4,6,26,14
2490230750,70,74,26,109,81,93,34,7,86,54
2490230567,11,93,71,16,32,54,13,18,62,55
2490230561,44,47,25,41,6,54,14,35,20,8
2490230476,9,104,28,8,22,54,30,19,93,59
2490230463,74,42,12,86,98,54,37,32,106,16
2490230441,8,20,17,25,54,93,30,69,91,41
2490230290,46,95,12,70,58,8,42,54,11,90
2490320913,63,52,25,65,30,74,80,104,53,96
2490315159,53,5,21,9,25,87,29,14,97,73
2490314531,47,35,25,71,91,112,96,76,65,58
2490307929,25,75,32,100,104,1,56,8,28,66
2490300163,91,32,13,66,61,19,25,33,4,68
2490291939,111,37,21,70,25,49,4,15,69,78
2490281847,95,14,18,12,39,59,25,101,44,11
2490277157,87,93,74,104,14,25,36,6,90,88
2490276720,74,98,14,21,41,32,73,28,25,17
2490275179,54,26,25,36,53,71,44,21,2,57
2490274560,86,22,93,80,2,9,14,1,74,25
2490274243,25,41,2,93,99,49,32,17,40,98
2490273458,11,104,7,6,32,25,44,35,86,15
2490272909,25,74,44,55,52,62,104,75,50,18
2490272517,110,70,35,25,18,103,43,71,93,36
2490270927,87,14,25,9,85,75,29,18,26,44
2490270563,42,87,6,86,43,53,25,106,28,103
2490270167,74,25,44,53,2,22,41,71,86,10
2490269985,37,45,40,5,43,98,25,44,14,8
2490269693,32,8,86,75,22,91,58,10,25,97
2490269296,44,104,53,49,25,36,93,88,17,85
2490267979,109,104,44,41,69,74,8,25,9,2
2490267725,23,6,48,103,33,106,19,25,21,44
2490267315,34,4,59,25,82,1,95,5,35,21
2490266711,25,93,14,98,104,59,62,66,34,44
2490266613,8,88,53,12,90,112,72,98,25,87
2490266246,22,8,28,31,25,93,16,14,98,41
2490265857,14,62,36,70,21,25,64,54,8,52
2490265178,7,21,54,99,14,104,43,28,12,25
2490264948,80,58,25,33,96,112,12,74,42,47
2490264902,17,59,21,25,5,97,70,55,98,39
2490264087,42,25,49,44,104,93,18,43,8,96
2490264042,93,25,44,30,55,42,35,43,32,19
2490263862,42,104,73,16,22,26,8,9,25,99
2490263440,113,47,25,55,98,68,38,44,29,48
2490263367,72,111,25,105,46,36,44,35,1,84
2490263299,16,44,18,22,70,104,25,36,64,106
2490262386,17,25,71,11,62,37,35,59,4,109
2490262306,56,42,6,106,28,41,44,95,25,46
2490262291,93,83,33,25,29,17,42,30,8,97
2490261607,99,75,47,32,93,22,46,26,25,8
2490260722,70,17,85,23,98,53,14,25,54,38
2490260575,71,5,74,10,85,16,25,112,97,18
2490260533,112,5,10,22,104,2,41,97,8,25
2490260511,9,12,36,25,73,44,8,28,5,17
2490260451,21,81,97,78,36,25,50,92,49,18
2490259935,25,30,2,14,105,56,74,99,6,70
2490259644,9,1,104,28,37,4,2,25,5,42
2490259294,8,7,2,35,9,94,102,98,62,25
2490259200,85,2,18,25,52,4,63,112,3,50
2490259161,99,82,18,36,2,8,85,94,25,75
2490258872,56,98,68,73,75,8,54,25,28,5
2490258613,31,7,2,25,54,98,56,33,104,109
2490258436,25,3,86,74,41,93,8,11,69,75
2490258385,76,54,25,1,41,109,6,93,28,57
2490258256,54,25,2,35,42,6,93,83,37,20
2490258106,56,19,85,29,25,106,44,7,62,2
2490257918,70,45,104,22,44,25,27,14,105,35
2490257821,25,2,12,1,40,84,73,43,32,30
2490257743,32,81,9,93,25,15,20,98,95,21
2490257675,4,110,8,25,29,93,53,31,2,89
2490257285,93,14,42,19,44,71,36,25,74,41
2490257154,44,36,106,98,29,41,25,14,43,109
2490257035,16,93,34,8,98,110,2,11,18,25
2490257028,9,37,70,31,99,8,71,2,25,10
2490256668,6,70,26,8,25,71,23,35,93,37
2490256225,46,1,110,93,44,4,25,73,99,41
2490256177,100,25,58,46,44,20,95,72,47,19
2490256059,97,60,58,22,90,92,48,49,25,37
2490255926,73,36,16,25,53,6,34,1,61,28
2490255825,32,25,93,23,16,60,98,36,49,11
2490255570,74,25,15,95,14,93,8,43,59,39
2490254964,90,16,29,74,10,110,93,14,25,56
2490254944,14,23,83,94,106,71,67,25,21,68
2490254887,93,53,36,25,14,9,44,87,49,8
2490254821,104,98,28,25,21,15,8,26,102,93
2490254739,74,10,7,22,21,8,1,18,25,16
2490254659,18,25,63,64,2,19,112,104,73,67
2490254410,62,99,25,104,2,65,98,35,14,7
2490254023,25,82,74,92,54,32,109,35,57,84
2490253938,31,3,13,90,81,53,56,4,25,84
2490253614,47,25,63,6,86,10,29,14,106,42
2490253274,96,22,19,44,25,90,66,102,1,14
2490253160,5,58,104,41,42,25,96,18,94,7
2490253047,9,17,44,69,28,81,106,41,25,104
2490252635,37,44,79,93,106,104,21,18,25,8
2490252557,95,35,6,74,53,48,73,26,25,93
2490252387,35,93,59,50,6,95,2,25,84,18
2490252241,77,26,94,2,7,93,44,25,21,74
2490252128,93,22,33,89,36,25,58,74,43,85
2490251869,60,17,2,109,86,11,42,5,25,110
2490251811,36,2,4,8,14,16,104,69,25,73
2490251768,23,57,35,74,1,11,4,25,69,27
2490251492,30,29,56,42,35,25,51,11,2,69
2490251175,34,70,25,62,104,10,32,18,44,56
2490251094,93,58,51,37,22,65,26,6,25,56
2490251060,22,23,84,48,25,56,35,113,104,100
2490251039,44,29,25,84,48,2,80,68,23,21
2490250957,44,28,93,76,111,50,25,71,42,72
2490250889,32,14,8,104,28,25,67,53,10,111
2490250696,7,32,62,53,41,6,12,25,54,47
2490250355,1,25,7,8,21,32,109,74,14,104
2490250193,47,70,62,27,35,25,18,56,8,14
2490250174,26,2,1,74,9,25,105,100,110,93
2490249972,92,72,25,40,58,97,56,5,21,88
2490249935,25,86,29,23,93,104,4,75,46,98
2490249847,12,67,40,26,38,25,72,94,81,7
2490249776,104,20,25,2,62,32,45,60,14,6
2490249771,25,32,45,63,109,35,11,49,6,76
2490249703,41,104,5,81,25,57,14,2,52,113
2490249700,35,54,25,32,47,17,6,9,98,26
2490249680,44,65,32,85,71,84,76,14,25,1
2490249276,28,36,25,1,50,76,68,107,14,104
2490249120,7,48,14,6,44,54,20,104,25,73
2490249073,60,10,21,28,57,73,25,98,85,102
2490248880,8,9,50,25,64,18,70,84,17,6
2490248450,22,25,41,70,54,104,44,93,4,101
2490248363,42,113,65,43,29,55,99,25,96,75
2490248308,26,28,97,73,44,14,41,93,25,50
2490248005,106,36,110,9,41,71,44,4,86,25
2490247927,5,18,71,93,14,49,25,43,64,70
2490247440,7,83,14,71,44,53,2,21,25,54
2490247315,98,104,74,70,9,25,93,75,77,68
2490247307,8,3,99,25,80,13,57,32,62,54
2490247211,22,18,28,67,11,25,14,40,10,5
2490247136,25,75,31,98,104,33,88,112,42,52
2490247112,74,75,18,6,14,25,67,22,26,42
2490247021,106,104,9,5,96,25,67,98,44,21
2490246993,44,53,26,6,74,32,25,70,11,19
2490246904,11,58,60,54,75,25,18,30,85,67
2490246880,40,32,8,9,25,2,61,18,53,86
2490246610,44,74,77,93,70,25,21,6,104,99
2490246463,102,96,44,93,25,77,76,7,22,81
2490246320,25,112,99,44,57,79,104,21,41,23
2490245924,42,93,98,22,32,9,25,70,21,44
2490245728,104,19,34,68,2,41,25,98,31,73
2490245432,49,39,25,28,36,103,4,32,94,21
2490245359,93,46,7,65,44,29,75,25,103,8
2490245170,7,44,102,62,98,106,32,25,51,18
2490245129,8,14,104,96,63,87,25,42,67,9
2490245086,74,32,64,18,104,4,60,41,39,25
2490245083,18,42,34,84,25,10,32,40,64,14
2490244857,74,1,25,19,14,17,42,76,5,93
2490244785,13,29,70,63,90,110,18,53,104,25
2490244760,99,25,63,44,70,93,57,33,104,2
2490244617,18,25,2,45,74,26,49,60,62,28
2490244549,26,7,32,67,2,98,25,53,36,35
2490244540,104,57,25,18,2,4,31,99,23,9
2490244448,25,9,14,30,81,6,19,1,32,31
2490244428,9,14,88,74,22,86,19,56,59,25
2490244039,8,25,14,102,78,23,48,93,9,95
2490243992,86,71,85,42,74,2,19,22,25,18
2490243950,76,63,47,25,18,68,99,54,51,84
2490243463,105,50,42,25,110,18,36,63,88,99
2490243355,44,90,42,25,28,10,16,86,8,23
2490243306,73,8,26,2,69,15,25,68,59,32
2490243252,1,2,30,12,73,54,62,47,8,25
2490243210,14,47,8,71,93,21,58,11,25,28
2490243197,77,44,22,99,25,7,32,15,109,16
2490242990,20,22,101,4,67,87,36,23,25,21
2490242985,25,1,57,73,98,27,30,21,59,61
2490242932,14,3,31,1,22,86,32,59,25,45
2490242665,84,28,25,18,59,2,10,35,104,14
2490242620,20,28,104,11,8,18,50,14,93,25
2490242337,63,75,85,2,1,30,25,74,41,42
2490242177,5,61,25,73,112,17,106,69,47,26
2490242075,4,67,76,42,40,25,63,32,18,10
2490241962,62,46,32,22,42,104,25,63,20,52
2490241901,5,53,48,104,25,35,70,44,21,11
2490241822,6,21,25,93,16,74,95,1,2,44
2490241767,84,106,39,41,93,62,12,48,25,14
2490241715,25,59,93,71,9,73,19,54,52,14
2490241652,29,46,4,77,96,73,25,53,34,99
2490241623,105,6,71,93,99,27,35,79,54,25
2490241458,4,25,6,11,92,5,44,17,8,56
2490241412,15,99,74,63,25,36,81,42,73,44
2490241360,6,44,25,46,90,28,2,74,97,4
2490241205,85,44,73,93,8,7,89,25,31,11
2490241204,14,18,98,93,22,112,71,42,25,36
2490241101,29,93,26,25,42,96,94,80,36,74
2490241094,59,25,72,23,71,9,62,36,8,85
2490240967,75,93,74,14,36,46,67,90,25,5
2490240956,59,64,51,70,28,35,25,36,52,32
2490240844,14,49,104,99,70,98,25,6,102,4
2490240802,7,10,75,93,25,32,29,59,28,1
2490240760,9,85,43,67,41,2,8,14,63,25
2490240714,98,104,81,32,21,14,57,25,93,103
2490240627,99,5,110,93,94,57,25,18,33,59
2490240623,9,51,48,18,25,93,41,50,32,39
2490240496,2,9,1,85,25,74,14,95,104,33
2490240459,60,25,19,2,93,1,36,18,90,70
2490240065,29,100,8,18,62,35,31,25,41,75
2490240036,25,111,73,1,96,8,62,50,34,54
2490239999,69,44,9,54,68,21,32,8,25,98
2490239979,83,96,25,104,68,71,50,73,95,110
2490341571,17,64,61,48,40,72,26,75,31,34
2490335252,26,79,82,107,113,73,53,15,56,48
2490331834,11,77,26,48,78,55,3,62,70,32
2490330524,26,109,62,90,85,7,70,98,23,20
2490329802,111,17,70,53,69,43,14,99,26,40
2490314639,85,61,91,44,101,87,26,63,8,47
2490300355,93,26,43,5,98,58,75,23,44,91
2490299499,60,20,26,40,18,70,45,35,91,98
2490298656,26,60,32,57,8,104,11,14,36,46
2490296060,99,44,82,62,59,32,26,36,42,41
2490291222,47,6,46,26,76,49,60,19,101,44
2490289597,34,1,13,44,54,26,70,18,20,8
2490288599,7,26,28,59,42,71,102,19,1,48
2490287578,28,11,70,26,100,104,27,9,5,8
2490286324,14,2,44,106,22,26,74,73,32,93
2490285494,42,2,36,29,26,10,73,44,47,28
2490282183,74,39,28,1,26,98,14,17,9,103
2490282094,38,54,90,16,22,26,41,17,42,62
2490281913,2,63,9,26,66,19,74,104,93,31
2490281764,8,104,26,22,14,23,74,30,70,54
2490281726,47,27,2,70,32,60,41,26,99,4
2490280851,26,73,74,13,63,98,78,44,62,104
2490280678,59,44,93,63,26,32,46,52,85,5
2490280672,6,102,18,49,5,47,26,14,59,54
2490279856,98,26,70,49,22,3,14,106,53,16
2490279497,47,83,71,6,112,1,84,69,57,26
2490279427,21,32,42,86,99,78,26,30,27,51
2490278387,97,8,56,44,57,101,74,26,98,1
2490278366,70,6,42,74,26,4,93,59,73,44
2490278070,52,27,44,49,105,88,26,7,98,70
2490278041,10,93,111,26,29,32,100,86,37,73
2490277838,83,21,74,71,36,29,26,34,95,89
2490277812,73,26,74,67,14,18,34,58,98,52
2490277670,26,19,104,21,93,39,5,71,6,23
2490277616,6,21,54,26,20,63,106,34,90,75
2490276139,59,26,6,110,62,63,104,56,74,33
2490275781,5,43,2,18,54,26,44,93,87,28
2490275747,28,6,33,74,88,94,98,75,26,17
2490275539,102,73,62,26,47,11,32,40,5,70
2490275216,99,22,44,64,72,67,106,26,28,35
2490275096,44,21,53,28,80,95,26,36,42,5
2490274753,103,41,10,26,100,38,20,36,37,35
2490274663,55,106,93,40,26,10,74,9,43,96
2490274591,18,27,2,97,8,6,104,87,26,44
2490274426,55,103,35,2,26,63,14,72,59,104
2490274424,93,58,44,99,26,53,77,36,6,74
2490274072,104,102,18,97,93,107,42,75,1,26
2490274039,2,36,13,11,16,62,21,26,48,29
2490273980,36,102,67,20,74,8,17,9,93,26
2490273915,68,94,42,76,32,26,48,96,1,27
2490273735,26,94,1,39,79,2,102,99,101,6
2490273617,109,19,20,44,26,35,6,22,104,21
2490273612,73,4,8,109,47,6,14,84,26,32
2490273564,82,32,1,95,23,26,99,8,81,4
2490273311,5,86,106,32,105,88,41,73,26,28
2490273114,106,26,18,104,88,9,54,62,93,81
2490272104,52,69,7,12,70,26,6,20,94,102
2490272079,41,92,6,2,26,70,27,21,28,62
2490271685,25,28,54,44,30,40,11,95,42,26
2490271578,109,9,26,80,76,54,90,59,71,100
2490271382,103,8,36,26,104,14,22,75,99,110
2490271112,9,26,35,18,7,83,14,8,44,109
2490271009,26,54,36,32,59,73,33,57,91,44
2490270960,84,48,26,98,32,52,89,111,8,74
2490269919,21,83,26,66,49,20,6,2,11,38
2490269795,87,26,40,32,33,94,103,18,70,81
2490269295,14,74,97,53,67,21,26,35,96,29
