match_id,first_5_won
2490245313,TRUE
2490244957,FALSE
2490244691,TRUE
2490244653,FALSE
2490244418,FALSE
2490244360,FALSE
2490244011,TRUE
2490243946,FALSE
2490243924,FALSE
2490243549,TRUE
2490243522,TRUE
2490243504,FALSE
2490243215,TRUE
2490243151,FALSE
2490242906,FALSE
2490242794,FALSE
2490242654,TRUE
2490242623,TRUE
2490242596,TRUE
2490242559,FALSE
2490242540,FALSE
2490242468,FALSE
2490241985,FALSE
2490241965,FALSE
2490241907,FALSE
2490241904,TRUE
2490241897,TRUE
2490241862,TRUE
2490241783,TRUE
2490241682,FALSE
2490241679,FALSE
2490241564,TRUE
2490241515,TRUE
2490241327,TRUE
2490241273,TRUE
2490241226,FALSE
2490240892,FALSE
2490240626,TRUE
2490240588,TRUE
2490240450,FALSE
2490240439,FALSE
2490240052,FALSE
2490239989,FALSE
2490239893,TRUE
2490239816,TRUE
2490239706,FALSE
2490239653,FALSE
2490239639,TRUE
2490239565,FALSE
2490239497,TRUE
2490239457,TRUE
2490239138,TRUE
2490238979,FALSE
2490238943,FALSE
2490238807,TRUE
2490238781,TRUE
2490238549,FALSE
2490238455,FALSE
2490238293,TRUE
2490238099,TRUE
2490237942,TRUE
2490237771,FALSE
2490237729,TRUE
2490237674,FALSE
2490237664,FALSE
2490237465,TRUE
2490237461,FALSE
2490237333,TRUE
2490237293,TRUE
2490237264,FALSE
2490237084,TRUE
2490237057,FALSE
2490237031,FALSE
2490237020,TRUE
2490236998,TRUE
2490236997,FALSE
2490236952,FALSE
2490236933,FALSE
2490236896,FALSE
2490236882,FALSE
2490236859,TRUE
2490236798,FALSE
2490236710,FALSE
2490236673,FALSE
2490236478,TRUE
2490236439,FALSE
2490236282,TRUE
2490236180,FALSE
2490236106,FALSE
2490236071,TRUE
2490236045,TRUE
2490235971,FALSE
2490235846,TRUE
2490235822,FALSE
2490235803,TRUE
2490235784,FALSE
2490235737,TRUE
2490235710,TRUE
2490235365,FALSE
2490235284,TRUE
2490235240,FALSE
2490235214,FALSE
2490235182,FALSE
2490235050,FALSE
2490235011,TRUE
2490234876,TRUE
2490234845,FALSE
2490234834,TRUE
2490234759,FALSE
2490234689,FALSE
2490234566,FALSE
2490234471,FALSE
2490234301,FALSE
2490234214,TRUE
2490234138,TRUE
2490234019,FALSE
2490233888,TRUE
2490233799,FALSE
2490233715,TRUE
2490233695,FALSE
2490233684,FALSE
2490233509,FALSE
2490233499,FALSE
2490233438,TRUE
2490233432,FALSE
2490233381,TRUE
2490233292,FALSE
2490233278,FALSE
2490233205,FALSE
2490233184,FALSE
2490233101,FALSE
2490233065,FALSE
2490233027,FALSE
2490233004,FALSE
2490232988,TRUE
2490232818,TRUE
2490232804,TRUE
2490232731,TRUE
2490232578,FALSE
2490232574,TRUE
2490232344,TRUE
2490232341,TRUE
2490232299,TRUE
2490232217,FALSE
2490231887,FALSE
2490231878,TRUE
2490231846,FALSE
2490231795,FALSE
2490231685,FALSE
2490231677,TRUE
2490231581,FALSE
2490231526,FALSE
2490231481,TRUE
2490231448,TRUE
2490231244,FALSE
2490231241,FALSE
2490231219,FALSE
2490231207,FALSE
2490231145,TRUE
2490231055,TRUE
2490231034,FALSE
2490230973,TRUE
2490230943,FALSE
2490230898,TRUE
2490230750,TRUE
2490230567,FALSE
2490230561,TRUE
2490230476,TRUE
2490230463,TRUE
2490230441,TRUE
2490230290,FALSE
2490320913,FALSE
2490315159,TRUE
2490314531,TRUE
2490307929,FALSE
2490300163,FALSE
2490291939,TRUE
2490281847,TRUE
2490277157,TRUE
2490276720,TRUE
2490275179,FALSE
2490274560,TRUE
2490274243,FALSE
2490273458,TRUE
2490272909,FALSE
2490272517,FALSE
2490270927,TRUE
2490270563,FALSE
2490270167,TRUE
2490269985,FALSE
2490269693,FALSE
2490269296,TRUE
2490267979,FALSE
2490267725,FALSE
2490267315,FALSE
2490266711,TRUE
2490266613,TRUE
2490266246,FALSE
2490265857,TRUE
2490265178,TRUE
2490264948,TRUE
2490264902,FALSE
2490264087,FALSE
2490264042,FALSE
2490263862,FALSE
2490263440,FALSE
2490263367,TRUE
2490263299,FALSE
2490262386,FALSE
2490262306,TRUE
2490262291,TRUE
2490261607,TRUE
2490260722,FALSE
2490260575,FALSE
2490260533,FALSE
2490260511,FALSE
2490260451,FALSE
2490259935,TRUE
2490259644,TRUE
2490259294,TRUE
2490259200,FALSE
2490259161,FALSE
2490258872,TRUE
2490258613,TRUE
2490258436,TRUE
2490258385,TRUE
2490258256,TRUE
2490258106,TRUE
2490257918,TRUE
2490257821,FALSE
2490257743,FALSE
2490257675,FALSE
2490257285,FALSE
2490257154,FALSE
2490257035,TRUE
2490257028,TRUE
2490256668,TRUE
2490256225,FALSE
2490256177,FALSE
2490256059,TRUE
2490255926,FALSE
2490255825,TRUE
2490255570,TRUE
2490254964,FALSE
2490254944,FALSE
2490254887,TRUE
2490254821,TRUE
2490254739,TRUE
2490254659,TRUE
2490254410,TRUE
2490254023,TRUE
2490253938,TRUE
2490253614,FALSE
2490253274,FALSE
2490253160,FALSE
2490253047,FALSE
2490252635,TRUE
2490252557,FALSE
2490252387,TRUE
2490252241,FALSE
2490252128,FALSE
2490251869,TRUE
2490251811,TRUE
2490251768,FALSE
2490251492,FALSE
2490251175,FALSE
2490251094,TRUE
2490251060,FALSE
2490251039,FALSE
2490250957,FALSE
2490250889,FALSE
2490250696,TRUE
2490250355,TRUE
2490250193,TRUE
2490250174,FALSE
2490249972,FALSE
2490249935,TRUE
2490249847,FALSE
2490249776,TRUE
2490249771,TRUE
2490249703,TRUE
2490249700,TRUE
2490249680,FALSE
2490249276,TRUE
2490249120,TRUE
2490249073,TRUE
2490248880,FALSE
2490248450,FALSE
2490248363,TRUE
2490248308,TRUE
2490248005,TRUE
2490247927,TRUE
2490247440,FALSE
2490247315,FALSE
2490247307,FALSE
2490247211,FALSE
2490247136,TRUE
2490247112,TRUE
2490247021,FALSE
2490246993,TRUE
2490246904,TRUE
2490246880,TRUE
2490246610,TRUE
2490246463,TRUE
2490246320,FALSE
2490245924,TRUE
2490245728,TRUE
2490245432,FALSE
2490245359,TRUE
2490245170,TRUE
2490245129,FALSE
2490245086,FALSE
2490245083,FALSE
2490244857,TRUE
2490244785,FALSE
2490244760,TRUE
2490244617,FALSE
2490244549,TRUE
2490244540,TRUE
2490244448,FALSE
2490244428,FALSE
2490244039,TRUE
2490243992,TRUE
2490243950,TRUE
2490243463,FALSE
2490243355,TRUE
2490243306,TRUE
2490243252,TRUE
2490243210,TRUE
2490243197,FALSE
2490242990,FALSE
2490242985,FALSE
2490242932,TRUE
2490242665,FALSE
2490242620,TRUE
2490242337,TRUE
2490242177,FALSE
2490242075,TRUE
2490241962,FALSE
2490241901,TRUE
2490241822,FALSE
2490241767,FALSE
2490241715,FALSE
2490241652,FALSE
2490241623,TRUE
2490241458,FALSE
2490241412,FALSE
2490241360,TRUE
2490241205,TRUE
2490241204,TRUE
2490241101,TRUE
2490241094,TRUE
2490240967,FALSE
2490240956,FALSE
2490240844,FALSE
2490240802,TRUE
2490240760,FALSE
2490240714,FALSE
2490240627,FALSE
2490240623,TRUE
2490240496,FALSE
2490240459,TRUE
2490240065,FALSE
2490240036,TRUE
2490239999,FALSE
2490239979,FALSE
2490341571,FALSE
2490335252,FALSE
2490331834,TRUE
2490330524,TRUE
2490329802,FALSE
2490314639,FALSE
2490300355,TRUE
2490299499,TRUE
2490298656,FALSE
2490296060,TRUE
2490291222,FALSE
2490289597,TRUE
2490288599,FALSE
2490287578,TRUE
2490286324,FALSE
2490285494,TRUE
2490282183,TRUE
2490282094,TRUE
2490281913,TRUE
2490281764,TRUE
2490281726,FALSE
2490280851,FALSE
2490280678,TRUE
2490280672,FALSE
2490279856,TRUE
2490279497,FALSE
2490279427,TRUE
2490278387,FALSE
2490278366,TRUE
2490278070,FALSE
2490278041,FALSE
2490277838,TRUE
2490277812,TRUE
2490277670,FALSE
2490277616,TRUE
2490276139,TRUE
2490275781,TRUE
2490275747,FALSE
2490275539,TRUE
2490275216,FALSE
2490275096,FALSE
2490274753,FALSE
2490274663,TRUE
2490274591,TRUE
2490274426,FALSE
2490274424,TRUE
2490274072,TRUE
2490274039,TRUE
2490273980,FALSE
2490273915,TRUE
2490273735,TRUE
2490273617,FALSE
2490273612,TRUE
2490273564,FALSE
2490273311,TRUE
2490273114,TRUE
2490272104,TRUE
2490272079,FALSE
2490271685,FALSE
2490271578,TRUE
2490271382,TRUE
2490271112,FALSE
2490271009,FALSE
2490270960,FALSE
2490269919,TRUE
2490269795,TRUE
2490269295,FALSE
2490269118,TRUE
2490268862,TRUE
2490268776,TRUE
2490268559,FALSE
2490268528,TRUE
2490268517,TRUE
2490268516,FALSE
2490268345,TRUE
2490267976,TRUE
2490267867,TRUE
2490267638,FALSE
2490267542,TRUE
2490267509,TRUE
2490267277,FALSE
2490266864,FALSE
2490266777,TRUE
2490266766,FALSE
2490266759,TRUE
2490266680,TRUE
2490266302,FALSE
2490266287,FALSE
2490266213,FALSE
2490266107,TRUE
2490265870,TRUE
2490265802,FALSE
2490265176,FALSE
2490264972,FALSE
2490264962,FALSE
2490264794,TRUE
2490264763,TRUE
2490264623,TRUE
2490264618,TRUE
2490264617,TRUE
2490264504,TRUE
2490264368,FALSE
2490264308,FALSE
2490264277,TRUE
2490264271,FALSE
2490264173,TRUE
2490264145,FALSE
2490263758,FALSE
2490263689,FALSE
2490263528,TRUE
2490263473,TRUE
2490263412,TRUE
2490263354,FALSE
2490263287,TRUE
2490263244,FALSE
2490263098,FALSE
2490263055,TRUE
2490263023,FALSE
2490262879,FALSE
2490262647,TRUE
2490262559,TRUE
2490262457,TRUE
2490262444,TRUE
2490262401,FALSE
2490262328,TRUE
2490262254,FALSE
2490262060,FALSE
2490261927,FALSE
2490261832,TRUE
2490261815,TRUE
2490261810,FALSE
2490261561,FALSE
2490261459,FALSE
2490261292,TRUE
2490261118,TRUE
2490261022,FALSE
2490260992,FALSE
2490260713,FALSE
2490260629,TRUE
2490260573,TRUE
2490260182,TRUE
2490260128,TRUE
2490260047,TRUE
2490259960,FALSE
2490259894,FALSE
2490259879,TRUE
2490259614,TRUE
2490259595,TRUE
2490259564,FALSE
2490259477,FALSE
2490259318,FALSE
2490259268,TRUE
2490259264,TRUE
2490259076,TRUE
2490259063,TRUE
2490258925,FALSE
2490258915,TRUE
2490258883,TRUE
2490258875,FALSE
2490258843,TRUE
2490258774,FALSE
2490258566,FALSE
2490258519,FALSE
2490258402,TRUE
2490258340,FALSE
2490258307,TRUE
2490258252,TRUE
2490258237,FALSE
2490258232,TRUE
2490258210,FALSE
2490258207,TRUE
2490258157,TRUE
2490258030,TRUE
2490257975,FALSE
2490257970,FALSE
2490257967,FALSE
2490257788,FALSE
2490257770,TRUE
2490257731,TRUE
2490257724,FALSE
2490257697,FALSE
2490257595,FALSE
2490257491,TRUE
2490257428,TRUE
2490257420,FALSE
2490257257,TRUE
2490257202,TRUE
2490257158,FALSE
2490257049,FALSE
2490257032,TRUE
2490256942,TRUE
2490256855,FALSE
2490256712,FALSE
2490256227,TRUE
2490256209,TRUE
2490256167,TRUE
2490256165,TRUE
2490256101,TRUE
2490255994,FALSE
2490255747,TRUE
2490255668,TRUE
2490255489,TRUE
2490255454,TRUE
2490255430,FALSE
2490255277,TRUE
2490255258,FALSE
2490255229,TRUE
2490254943,TRUE
2490254818,FALSE
2490254649,TRUE
2490254607,FALSE
2490254525,TRUE
2490254415,FALSE
2490254175,TRUE
2490254165,TRUE
2490254127,TRUE
2490253856,TRUE
2490253814,FALSE
2490253784,FALSE
2490253609,TRUE
2490253554,TRUE
2490253489,TRUE
2490253486,FALSE
2490253429,TRUE
2490253384,TRUE
2490253296,TRUE
2490253291,FALSE
2490253247,TRUE
2490253243,FALSE
2490253183,FALSE
2490253132,TRUE
2490252767,TRUE
2490252764,FALSE
2490252487,TRUE
2490252425,TRUE
2490252421,TRUE
2490252388,TRUE
2490252386,FALSE
2490252211,TRUE
2490252081,FALSE
2490252064,FALSE
2490251967,FALSE
2490251932,TRUE
2490251804,FALSE
2490251701,FALSE
2490251700,TRUE
2490251645,TRUE
2490251643,FALSE
2490251547,TRUE
2490251518,TRUE
2490251511,TRUE
2490251432,TRUE
2490251402,FALSE
2490251359,FALSE
2490251345,FALSE
2490251343,TRUE
2490251337,FALSE
2490251210,FALSE
2490251162,TRUE
2490251152,TRUE
2490251139,FALSE
2490251088,TRUE
2490251083,FALSE
2490251050,FALSE
2490325835,FALSE
2490324425,TRUE
2490323175,TRUE
2490323142,TRUE
2490317201,TRUE
2490315146,FALSE
2490310080,FALSE
2490306138,TRUE
2490304224,FALSE
2490303459,FALSE
2490298158,TRUE
2490297640,TRUE
2490297192,TRUE
2490294425,TRUE
2490294330,TRUE
2490290648,FALSE
2490288237,FALSE
2490287161,TRUE
2490285949,TRUE
2490285319,FALSE
2490284386,TRUE
2490283494,FALSE
2490283138,FALSE
2490282632,TRUE
2490279916,FALSE
2490279366,TRUE
2490278459,TRUE
2490278007,TRUE
2490277734,FALSE
2490277317,TRUE
2490277182,FALSE
2490276775,FALSE
2490275859,TRUE
2490275287,FALSE
2490273970,TRUE
2490273954,TRUE
2490273802,FALSE
2490273649,TRUE
2490273005,TRUE
2490272686,TRUE
2490272229,FALSE
2490271875,FALSE
2490271730,TRUE
2490271539,TRUE
2490270753,FALSE
2490270440,TRUE
2490270089,TRUE
2490269134,FALSE
2490268808,FALSE
2490268748,FALSE
2490267152,TRUE
2490266757,TRUE
2490266630,FALSE
2490266575,FALSE
2490266312,FALSE
2490266175,FALSE
2490265926,FALSE
2490265658,TRUE
2490264891,TRUE
2490262653,FALSE
2490262345,TRUE
2490262174,TRUE
2490261534,FALSE
2490261333,FALSE
2490259390,TRUE
2490259315,FALSE
2490259295,FALSE
2490258746,FALSE
2490257615,TRUE
2490257145,TRUE
2490255437,TRUE
2490255315,FALSE
2490255218,TRUE
2490254357,FALSE
2490253693,TRUE
2490253692,FALSE
2490252629,TRUE
2490252202,TRUE
2490252150,FALSE
2490252108,FALSE
2490251656,FALSE
2490251289,FALSE
2490250965,TRUE
2490250809,FALSE
2490250418,FALSE
2490249580,TRUE
2490249080,FALSE
2490248494,FALSE
2490248202,FALSE
2490248100,FALSE
2490247944,TRUE
2490247619,TRUE
2490247405,TRUE
2490247402,FALSE
2490247372,FALSE
2490246980,TRUE
2490246627,FALSE
2490246457,TRUE
2490246117,TRUE
2490245847,TRUE
2490245514,FALSE
2490245342,FALSE
2490244916,FALSE
2490244610,TRUE
2490244593,FALSE
2490244585,TRUE
2490244512,TRUE
2490244326,FALSE
2490244010,FALSE
2490243972,FALSE
2490243770,TRUE
2490243676,FALSE
2490243512,TRUE
2490243320,TRUE
2490243294,TRUE
2490243214,FALSE
2490243135,TRUE
2490243134,FALSE
2490242740,FALSE
2490242633,TRUE
2490242381,TRUE
2490241313,TRUE
2490241272,FALSE
2490239461,TRUE
2490239349,TRUE
2490238893,FALSE
2490238661,TRUE
2490238656,FALSE
2490238483,TRUE
2490237575,TRUE
2490237049,FALSE
2490236941,TRUE
2490236663,FALSE
2490236324,TRUE
2490235951,TRUE
2490235892,FALSE
2490235769,TRUE
2490235653,TRUE
2490235519,FALSE
2490235410,TRUE
2490235237,TRUE
2490234296,TRUE
2490234196,TRUE
2490234168,TRUE
2490234087,FALSE
2490233625,TRUE
2490233437,TRUE
2490233036,TRUE
2490232517,FALSE
2490232418,TRUE
2490232032,FALSE
2490231931,FALSE
2490231908,FALSE
2490231886,FALSE
2490231436,TRUE
2490231205,TRUE
2490230927,FALSE
2490230397,TRUE
2490230361,TRUE
2490229737,TRUE
2490229604,TRUE
2490229396,FALSE
2490229143,FALSE
2490229096,FALSE
2490228826,TRUE
2490228755,FALSE
2490228572,TRUE
2490228314,FALSE
2490228143,TRUE
2490228001,FALSE
2490227888,TRUE
2490227443,TRUE
2490227403,TRUE
2490226652,FALSE
2490226120,TRUE
2490226115,TRUE
2490226079,FALSE
2490225671,FALSE
2490225590,FALSE
2490225575,TRUE
2490225359,TRUE
2490225308,FALSE
2490225306,FALSE
2490225121,TRUE
2490224281,FALSE
2490224051,FALSE
2490223876,TRUE
2490223677,TRUE
2490223186,FALSE
2490223080,FALSE
2490222926,TRUE
2490222725,FALSE
2490222284,FALSE
2490222052,FALSE
2490221826,FALSE
2490221540,TRUE
2490221444,TRUE
2490221199,TRUE
2490220996,FALSE
2490220947,FALSE
2490220713,FALSE
2490220706,TRUE
2490220457,FALSE
2490220381,FALSE
2490220290,TRUE
2490220103,TRUE
2490220102,FALSE
2490219960,FALSE
2490219857,TRUE
2490219505,FALSE
2490219474,TRUE
2490219271,TRUE
2490219180,TRUE
2490219086,FALSE
2490218446,TRUE
2490218378,FALSE
2490217973,TRUE
2490217968,FALSE
2490217746,FALSE
2490217600,TRUE
2490216871,TRUE
2490216729,FALSE
2490216525,FALSE
2490215815,FALSE
2490215773,FALSE
2490215150,TRUE
2490214783,TRUE
2490214774,TRUE
2490214701,TRUE
2490214272,FALSE
2490214210,FALSE
2490214058,FALSE
2490214013,TRUE
2490213456,TRUE
2490213384,FALSE
2490213023,FALSE
2490212717,TRUE
2490211972,FALSE
2490211933,FALSE
2490211506,FALSE
2490211023,TRUE
2490210675,TRUE
2490210525,TRUE
2490209813,TRUE
2490209711,TRUE
2490209419,FALSE
2490209404,FALSE
2490209122,TRUE
2490208937,TRUE
2490208573,FALSE
2490208495,FALSE
2490208389,TRUE
2490207794,TRUE
2490207782,TRUE
2490207779,FALSE
2490207219,FALSE
2490207192,FALSE
2490207103,FALSE
2490206820,FALSE
2490206772,TRUE
2490206675,TRUE
2490206421,TRUE
2490206063,TRUE
2490205979,FALSE
2490205953,FALSE
2490205714,FALSE
2490205681,FALSE
2490205411,FALSE
2490205137,FALSE
2490205048,TRUE
2490204978,TRUE
2490204288,TRUE
2490204238,FALSE
2490370960,TRUE
2490370725,FALSE
2490366730,FALSE
2490359743,TRUE
2490356336,FALSE
2490355604,FALSE
2490347238,FALSE
2490343052,TRUE
2490337882,TRUE
2490337475,TRUE
2490329725,TRUE
2490329724,FALSE
2490318536,FALSE
2490315403,FALSE
2490313666,TRUE
2490313311,FALSE
2490309725,FALSE
2490309106,TRUE
2490307946,TRUE
2490307899,FALSE
2490306631,FALSE
2490306481,FALSE
2490305718,FALSE
2490305265,TRUE
2490304401,TRUE
2490304305,FALSE
2490304172,FALSE
2490304120,TRUE
2490303715,FALSE
2490303361,TRUE
2490303321,TRUE
2490303012,FALSE
2490302965,FALSE
2490301943,FALSE
2490300658,TRUE
2490299618,TRUE
2490299355,TRUE
2490299219,TRUE
2490298847,FALSE
2490298431,TRUE
2490298304,TRUE
2490298165,FALSE
2490298111,TRUE
2490297547,TRUE
2490297311,FALSE
2490297132,FALSE
2490296695,FALSE
2490296613,TRUE
2490296404,TRUE
2490296400,FALSE
2490296249,TRUE
2490296211,FALSE
2490296067,TRUE
2490296049,TRUE
2490295903,TRUE
2490295070,TRUE
2490295027,FALSE
2490294999,FALSE
2490294895,FALSE
2490294341,FALSE
2490294249,FALSE
2490294216,TRUE
2490294074,TRUE
2490293818,TRUE
2490293636,TRUE
2490293477,FALSE
2490293167,TRUE
2490293137,FALSE
2490292887,FALSE
2490292833,FALSE
2490292755,FALSE
2490292118,TRUE
2490291896,TRUE
2490291876,TRUE
2490291848,TRUE
2490291794,TRUE
2490291275,FALSE
2490291160,TRUE
2490290846,TRUE
2490290338,TRUE
2490289662,FALSE
2490289644,FALSE
2490289028,FALSE
2490288838,TRUE
2490288795,TRUE
2490288636,TRUE
2490288546,TRUE
2490288357,FALSE
2490288242,FALSE
2490287851,TRUE
2490287809,TRUE
2490287667,TRUE
2490286272,TRUE
2490286014,FALSE
2490276362,TRUE
2490267119,FALSE
2490264254,TRUE
2490263688,FALSE
2490263040,TRUE
2490262923,FALSE
2490258160,TRUE
2490258108,TRUE
2490256550,TRUE
2490255257,TRUE
2490254605,FALSE
2490253349,FALSE
2490253123,TRUE
2490253072,FALSE
2490252680,TRUE
2490252603,TRUE
2490252476,FALSE
2490252445,TRUE
2490252199,FALSE
2490251089,TRUE
2490250231,TRUE
2490250106,FALSE
2490249314,TRUE
2490246422,TRUE
2490246354,TRUE
2490246353,FALSE
2490244817,FALSE
2490243818,TRUE
2490243403,TRUE
2490242422,TRUE
2490242208,TRUE
2490242105,FALSE
2490241859,FALSE
2490241722,TRUE
2490241198,TRUE
2490241145,FALSE
2490240572,FALSE
2490240571,FALSE
2490240261,TRUE
2490240204,FALSE
2490240171,FALSE
2490239834,FALSE
2490239554,TRUE
2490239523,TRUE
2490239475,FALSE
2490239294,FALSE
2490239257,TRUE
2490239026,TRUE
2490238978,TRUE
2490238632,TRUE
2490237959,FALSE
2490237782,TRUE
2490237220,TRUE
2490237114,FALSE
2490236995,TRUE
2490236834,FALSE
2490236521,TRUE
2490236514,FALSE
2490235644,TRUE
2490235605,TRUE
2490235516,TRUE
2490235497,TRUE
2490235469,TRUE
2490234903,FALSE
2490234829,TRUE
2490234822,TRUE
2490234761,FALSE
2490234701,TRUE
2490234522,TRUE
2490234330,TRUE
2490233475,TRUE
2490233435,FALSE
2490233412,TRUE
2490232816,FALSE
2490232672,TRUE
2490232120,TRUE
2490231974,FALSE
2490231536,FALSE
2490231054,FALSE
2490230841,TRUE
2490230698,TRUE
2490230396,FALSE
2490230280,TRUE
2490229859,FALSE
2490229819,TRUE
2490229732,FALSE
2490229707,TRUE
2490229277,TRUE
2490228951,FALSE
2490228578,TRUE
2490228558,FALSE
2490228531,TRUE
2490228529,FALSE
2490228188,TRUE
2490227927,FALSE
2490227615,TRUE
2490227295,FALSE
2490227209,TRUE
2490227202,TRUE
2490227124,TRUE
2490226900,FALSE
2490226888,TRUE
2490226850,FALSE
2490226713,TRUE
2490226401,TRUE
2490226276,FALSE
2490226266,FALSE
2490226256,TRUE
2490226024,TRUE
2490226022,TRUE
2490225964,FALSE
2490225882,TRUE
2490225880,FALSE
2490225693,FALSE
2490225580,FALSE
2490225527,FALSE
2490225511,TRUE
2490225323,TRUE
2490225278,FALSE
2490225182,TRUE
2490225014,FALSE
2490224983,FALSE
2490224814,TRUE
2490224714,TRUE
2490224468,TRUE
2490224413,TRUE
2490387291,TRUE
2490378229,TRUE
2490374340,TRUE
2490371561,TRUE
2490360556,FALSE
2490347413,TRUE
2490341903,FALSE
2490341259,FALSE
2490338985,TRUE
2490335342,TRUE
2490330051,FALSE
2490328744,FALSE
2490327702,TRUE
2490327643,FALSE
2490326789,FALSE
2490326020,FALSE
2490324427,TRUE
2490322260,FALSE
2490317985,FALSE
2490317425,TRUE
2490316317,TRUE
2490315953,FALSE
2490315213,FALSE
2490314460,FALSE
2490313357,TRUE
2490312478,TRUE
2490312227,FALSE
2490311586,FALSE
2490310045,TRUE
2490308719,TRUE
2490307341,TRUE
2490307312,TRUE
2490307230,TRUE
2490307037,TRUE
2490306936,FALSE
2490306891,TRUE
2490305767,FALSE
2490304839,TRUE
2490304485,FALSE
2490304003,FALSE
2490303951,FALSE
2490303516,FALSE
2490302974,TRUE
2490302956,FALSE
2490302849,TRUE
2490302790,FALSE
2490302640,TRUE
2490302481,TRUE
2490302332,FALSE
2490302327,FALSE
2490302056,TRUE
2490301392,TRUE
2490301277,FALSE
2490300937,TRUE
2490300531,TRUE
2490300231,TRUE
2490300182,TRUE
2490300060,FALSE
2490299471,TRUE
2490299380,FALSE
2490299196,FALSE
2490299076,FALSE
2490298992,FALSE
2490298690,TRUE
2490298333,FALSE
2490297946,FALSE
2490297887,FALSE
2490297584,TRUE
2490297503,FALSE
2490297026,FALSE
2490296436,TRUE
2490294995,TRUE
2490294984,FALSE
2490294535,FALSE
2490294529,FALSE
2490294414,FALSE
2490293969,TRUE
2490293871,FALSE
2490293528,FALSE
2490293146,TRUE
2490292885,TRUE
2490292376,TRUE
2490292326,TRUE
2490292183,FALSE
2490291714,TRUE
2490291512,TRUE
2490290773,TRUE
2490289745,TRUE
2490289229,TRUE
2490289180,TRUE
2490289057,TRUE
2490288937,FALSE
2490288879,FALSE
2490288564,FALSE
2490288285,FALSE
2490288249,FALSE
2490288223,FALSE
2490287996,FALSE
2490287690,FALSE
2490287664,TRUE
2490287206,TRUE
2490286635,FALSE
2490285995,FALSE
2490285909,FALSE
2490285741,TRUE
2490285687,FALSE
2490284971,TRUE
2490284917,TRUE
2490284508,TRUE
2490284478,FALSE
2490284317,FALSE
2490284098,TRUE
2490284041,FALSE
2490283464,FALSE
2490283199,TRUE
2490282676,TRUE
2490282552,TRUE
2490282489,TRUE
2490282453,FALSE
2490282301,FALSE
2490282118,FALSE
2490281993,FALSE
2490281955,TRUE
2490281947,FALSE
2490281658,TRUE
2490281201,TRUE
2490281139,FALSE
2490281081,FALSE
2490281075,TRUE
2490280225,FALSE
2490279931,TRUE
2490279875,FALSE
2490279681,TRUE
2490279532,TRUE
2490279359,TRUE
2490279194,FALSE
2490279183,FALSE
2490279061,TRUE
2490279018,FALSE
2490278871,TRUE
2490278817,FALSE
2490278732,FALSE
2490278551,TRUE
2490278345,TRUE
2490278220,TRUE
2490278218,FALSE
2490278167,TRUE
2490278108,TRUE
2490278071,FALSE
2490277753,TRUE
2490277737,TRUE
2490277540,FALSE
2490277394,TRUE
